company,year,metric,value,unit,source_pdf,source_page,source_table,extraction_method,sha256,extracted_date,confidence,notes
US Steel,2020,production_mt,17.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/us_steel/NYSE_X_2020.pdf,20,,regex_text,f3001460f1e69fe010368ae5cc77fe5520d56ba3e0d64b0633bb5ca303779b12,2026-02-12,medium,Generic enhanced: steel production capability of 17.0 million tons
US Steel,2021,production_mt,17.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/us_steel/NYSE_X_2021.pdf,11,,regex_text,fb84b9f7d448e1d87dae88084a1d96b09c32fb0e68fcee496d3295a64b06523d,2026-02-12,medium,Generic enhanced: steel production capability of 17.0 million tons
US Steel,2022,production_mt,13.2,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/us_steel/NYSE_X_2022.pdf,11,,regex_text,b7370503c24a07bb2d33abbd342fbd7405acc2adfa373f1edf7007c07ca93447,2026-02-12,medium,Generic enhanced: steel production capability of 13.2 million tons
US Steel,2023,production_mt,13.2,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/us_steel/NYSE_X_2023.pdf,12,,regex_text,8f08382580901a4513c9f70c091d132ce94a5ebb35ad23aba0eec43915482394,2026-02-12,medium,Generic enhanced: steel production capability of 13.2 million tons
Cleveland-Cliffs,2020,production_mt,3.629,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/cleveland_cliffs/NYSE_CLF_2020.pdf,49,,regex_text,241d3a700b37a3dd461fc0587bdcc5811924042e9b354ce3d2de3930cdb2cebe,2026-02-12,high,Cleveland-Cliffs shipments: produced a total of 4 million net tons of raw steel → 3.629 Mt
Cleveland-Cliffs,2021,production_mt,16.329,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/cleveland_cliffs/NYSE_CLF_2021.pdf,48,,regex_text,a9dcc2e0b3ba93fb87c338fecf72467aa04fac86d1a3ab74c50034536d1b1534,2026-02-12,high,Cleveland-Cliffs shipments: produced a total of 18 million net tons of raw steel → 16.329 Mt
Cleveland-Cliffs,2022,production_mt,15.241,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/cleveland_cliffs/NYSE_CLF_2022.pdf,39,,regex_text,54c3de0313ac320f89fbdc31980b366f78b33747af192cca9f6217c2fda48730,2026-02-12,high,Cleveland-Cliffs shipments: produced a total of 16.8 million and 18.3 million net tons of raw steel → 15.241 Mt
Cleveland-Cliffs,2023,production_mt,14.878,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/cleveland_cliffs/NYSE_CLF_2023.pdf,3,,regex_text,7268cd0c7638921277a3428cd051635ef04a3e71b11577e3edd11f9c7ea479f9,2026-02-12,high,Cleveland-Cliffs shipments: steel shipments of 16.4 million net tons → 14.878 Mt
Steel Dynamics,2015,production_mt,1.2,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/steel_dynamics/NASDAQ_STLD_2015.pdf,36,,regex_text,0ec8d244e560b580ef3a0467b773eb3866f7d22fab6caf056a1c457c2179bee5,2026-02-12,medium,Generic enhanced: produced 1.2 million tons
Steel Dynamics,2018,production_mt,2.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/steel_dynamics/NASDAQ_STLD_2018.pdf,31,,regex_text,172e7e9a4276c9b8e3477bb3a293ee0d262cd72635419e9169fdc5c4355829aa,2026-02-12,medium,"Generic enhanced: steel production
capacity at our Butler and Columbus Flat Roll divisions and an "
Steel Dynamics,2019,production_mt,2.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/steel_dynamics/NASDAQ_STLD_2019.pdf,28,,regex_text,c30252a4f00370ea6a535227cf4b3cf1580081371f51c6b70282b093ff5bf8e2,2026-02-12,medium,"Generic enhanced: steel production
capacity at our Butler and Columbus Flat Roll Divisions and an "
Steel Dynamics,2021,production_mt,27.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/steel_dynamics/NASDAQ_STLD_2021.pdf,16,,regex_text,69d3a5139a00eaccbe166604d45c47d9340c7c78e84a7de11d9d9d16692148be,2026-02-12,medium,"Generic enhanced: Steel
Production Capacity
Houston
Sinton
Monterrey
SDI Flat Roll Steel Mills
Oth"
Steel Dynamics,2022,production_mt,8.3,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/steel_dynamics/NASDAQ_STLD_2022.pdf,36,,regex_text,9f555c6412399dc05502210847a4c2db8d14f902f5d7f27678a983e3ef83d366,2026-02-12,medium,Generic enhanced: produced 8.3 million tons
Steel Dynamics,2023,production_mt,9.2,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/steel_dynamics/NASDAQ_STLD_2023.pdf,40,,regex_text,4ed0bd80a85231f026c09574c20826aaaed7af2b90bcfa997ccd4b1e2cdbd1c8,2026-02-12,medium,Generic enhanced: produced 9.2 million tons
Ternium,2016,production_mt,3.5,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/ternium/NYSE_TX_2016.pdf,21,,regex_text,f27a4c13cf40f03792b17cc48fd60220ce5d92c8cf6c58a934b392b58210dfca,2026-02-12,medium,Generic enhanced: production of 3.5 million tons
Ternium,2017,production_mt,12.4,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/ternium/NYSE_TX_2017.pdf,4,,regex_text,00a0d276ac5e95f7ba0495a2ef711f2e896253c2b282ef3f79dfeb7e13e754da,2026-02-12,medium,"Generic enhanced: crude steel production a broad distribution network to offer slabs, hotcapacity "
Ternium,2018,production_mt,12.4,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/ternium/NYSE_TX_2018.pdf,4,,regex_text,b65734485a80fb5ec12b5fc753fb580fdf3046fee4994d01a8463af3b19582bb,2026-02-12,medium,"Generic enhanced: crude steel production capacity of 12.4
million tons"
Ternium,2019,production_mt,12.4,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/ternium/NYSE_TX_2019.pdf,26,,regex_text,5e3601404254cdcc1fc10fb6bdf357f59c82ca5833ffa44b123941e8a688707f,2026-02-12,medium,Generic enhanced: crude steel production capacity of 12.4 million tons
Ternium,2020,production_mt,12.4,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/ternium/NYSE_TX_2020.pdf,27,,regex_text,b34678d71cb01c024dbed93c909d7d5c85898f24cf6fdadf9ae682acbf56faa3,2026-02-12,medium,"Generic enhanced: crude steel production capacity of 12.4 million
tons"
Ternium,2021,production_mt,12.4,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/ternium/NYSE_TX_2021.pdf,30,,regex_text,b15d938494d2b093e425364e2aaa99e73b8e911341406109fdb496636929e999,2026-02-12,medium,"Generic enhanced: crude steel production capacity of Ternium’s industrial
system increased to 12.4"
SAIL,2014,production_mt,12.9,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/AnnualRepor1314.pdf,7,,regex_text,e9a5da085e404e1f5351503de735342cd52d86efbf21b64f67959b67bfd44980,2026-02-12,medium,Generic enhanced: produced 12.9 million ton
SAIL,2015,production_mt,15.413,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/AnualReport_14-15.pdf,3,,regex_text,fb267f3ff8908d5fc8bedc8c8d601098c1955256e19aca81b2fa169fd1f3bd0d,2026-02-12,medium,Generic enhanced: production of 15.413 Million Ton
SAIL,2019,production_mt,106.6,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/SAILAR201819.pdf,29,,regex_text,434a12377e8f248bad096b2d20c5e25aa8a4ff0692bf2f2d195a343073005e09,2026-02-12,medium,"Generic enhanced: Crude Steel during fiscal
MoEFCC has linked the grant of Forest Clearance for mi"
SAIL,2020,production_mt,15.147,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/SAIL48AGMAR201920.pdf,39,,regex_text,ad9d339553809629569f6535a20708a441073be617313a76223ff8639406b75d,2026-02-12,medium,Generic enhanced: Steel production of 15.147 million ton
SAIL,2022,production_mt,17.366,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/Sail-Annual-Report_2021-22-%281%29_3.pdf,24,2.0,table_pdfplumber,5565e425e94ace519c212219e40f9782eb7665ecc7f2c7d19d75f6d5c26edb5c,2026-02-12,medium,Generic table (kt): crude steel 17366 15215 16155 16266 15020 14496 14279 13908 13579 13417
SAIL,2023,production_mt,18.291,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/SAIL_Annual-Report-2022-2023.pdf,22,2.0,table_pdfplumber,ae371b11f860d443c4a523d1cb8b95a5d29012e639a35313de215451febc99c5,2026-02-12,medium,Generic table (kt): crude steel 18291 17366 15215 16155 16266 15020 14496 14279 13908 13579
SAIL,2024,production_mt,19.24,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/sail/SAIL_Annual_Report2023-24.pdf,20,2.0,table_pdfplumber,b9476ef399f2069048116283e3903db2b442f405bedf3ec59c9756b7048977ae,2026-02-12,medium,Generic table (kt): crude steel 19240 18291 17366 15215 16155 16266 15020 14496 14279 13908
China Steel,2019,production_mt,1.177,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/china_steel/year_report108.pdf,133,4.0,table_pdfplumber,6acd15b3b8afda3e9a247fe01666e3d6a05b368857d2c64b9dc28cc40ca753cc,2026-02-12,medium,"Generic table (kt): average annual crude steel production per capita
(metric ton) 957 1,177"
China Steel,2020,production_mt,1.134,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/china_steel/year_report109.pdf,134,4.0,table_pdfplumber,57b63f9a5d682c41aa7664caa7dde5eb4cc6b47d3b60b1da7211c6cc98d7ddff,2026-02-12,medium,"Generic table (kt): average annual crude steel production per capita
(metric ton) 969 1,134"
China Steel,2021,production_mt,1.056,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/china_steel/year_report110.pdf,137,4.0,table_pdfplumber,962603e12364b71a1bbddc5d264382573706e26a4e38c9906dbe2089573dce60,2026-02-12,medium,"Generic table (kt): average annual crude steel production per capita
(metric ton) 848 1,056"
NLMK,2018,production_mt,17.5,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/nlmk/LSE_NLMK_2018.pdf,21,,regex_text,5203648f22e953b9a4e2d915949a22e0dd2b9d87819886a693b729d4c09c5afc,2026-02-12,medium,"Matched pattern in text, raw: 17.5 million t"
NLMK,2021,production_mt,167.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/nlmk/LSE_NLMK_2021.pdf,14,,regex_text,c164c46397c485dd8d222ce02d37c0ebff96389ad4cf8ba4101d6d402eda5cec,2026-02-12,medium,Generic enhanced: Steel production in the US moved higher to 167 million ton
Hyundai Steel,2017,production_mt,60.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/hyundai_steel/hyundai_steel_sustainability_report_2017.pdf,4,,regex_text,df1b0434d6ec32166d6c919c9fc24acbf2da369a6f0a4b2f6009bbe5117fc826,2026-02-12,medium,Generic enhanced: Production of 60 million tons
Hyundai Steel,2024,production_mt,24.0,Mt,01.Data/01.RawData/01. Company Data/Historical/AnnualReports/steel/hyundai_steel/hyundai_steel_sustainability_report_2024.pdf,18,,regex_text,a715697864dd6c1c78c3e94b0fffe0e4a35ed5b86e2e014c2813bd0005f6b937,2026-02-12,medium,Generic enhanced: steel production capacity of 24 million ton
